word	zipf_frequency	tokens
yasmin	2.94	['yasmin']
yellowstone	2.94	['yellowstone']
yvon	2.94	['yvon']
zelfkennis	2.94	['zelfkennis']
zonovergoten	2.94	['zonovergoten']
zwerfvuil	2.94	['zwerfvuil']
aankondigt	2.93	['aankondigt']
academiejaar	2.93	['academiejaar']
activering	2.93	['activering']
afslachten	2.93	['afslachten']
afwerpen	2.93	['afwerpen']
afwisselen	2.93	['afwisselen']
afzijdig	2.93	['afzijdig']
alarmfase	2.93	['alarmfase']
allochtoon	2.93	['allochtoon']
amfibieën	2.93	['amfibieën']
annemie	2.93	['annemie']
ast	2.93	['ast']
astronoom	2.93	['astronoom']
basilicum	2.93	['basilicum']
beagle	2.93	['beagle']
beamer	2.93	['beamer']
bedrukken	2.93	['bedrukken']
beeldschoon	2.93	['beeldschoon']
begunstigde	2.93	['begunstigde']
beheersbaar	2.93	['beheersbaar']
beoefening	2.93	['beoefening']
bewindvoerder	2.93	['bewindvoerder']
bezuiniging	2.93	['bezuiniging']
binnenwerk	2.93	['binnenwerk']
blikvanger	2.93	['blikvanger']
boliviaans	2.93	['boliviaans']
boomstam	2.93	['boomstam']
bovengronds	2.93	['bovengronds']
bovenlichaam	2.93	['bovenlichaam']
brandblusser	2.93	['brandblusser']
broedseizoen	2.93	['broedseizoen']
bureaustoel	2.93	['bureaustoel']
busbaan	2.93	['busbaan']
camel	2.93	['camel']
carolien	2.93	['carolien']
dagdromen	2.93	['dagdromen']
dapperheid	2.93	['dapperheid']
datering	2.93	['datering']
deelgenoot	2.93	['deelgenoot']
dekkingsgraad	2.93	['dekkingsgraad']
denim	2.93	['denim']
dijbeen	2.93	['dijbeen']
doctoraat	2.93	['doctoraat']
doodstil	2.93	['doodstil']
doorhad	2.93	['doorhad']
dressing	2.93	['dressing']
ect	2.93	['ect']
eliminatie	2.93	['eliminatie']
elo	2.93	['elo']
energielabel	2.93	['energielabel']
eq	2.93	['eq']
exponentieel	2.93	['exponentieel']
feministisch	2.93	['feministisch']
ferm	2.93	['ferm']
flashmob	2.93	['flashmob']
freeze	2.93	['freeze']
geheid	2.93	['geheid']
gelatine	2.93	['gelatine']
gertrude	2.93	['gertrude']
geschetst	2.93	['geschetst']
gesprekspartner	2.93	['gesprekspartner']
gewag	2.93	['gewag']
gijsbert	2.93	['gijsbert']
grauw	2.93	['grauw']
greppel	2.93	['greppel']
hartverscheurend	2.93	['hartverscheurend']
hendrika	2.93	['hendrika']
hondenvoer	2.93	['hondenvoer']
huiden	2.93	['huiden']
huisbezoek	2.93	['huisbezoek']
hummus	2.93	['hummus']
immigratiebeleid	2.93	['immigratiebeleid']
ingevallen	2.93	['ingevallen']
inherent	2.93	['inherent']
intolerant	2.93	['intolerant']
jaarwisseling	2.93	['jaarwisseling']
jannie	2.93	['jannie']
janny	2.93	['janny']
jarno	2.93	['jarno']
jeuken	2.93	['jeuken']
jona	2.93	['jona']
jongeling	2.93	['jongeling']
jukbeen	2.93	['jukbeen']
jukebox	2.93	['jukebox']
kaapverdië	2.93	['kaapverdië']
kapster	2.93	['kapster']
kerker	2.93	['kerker']
kleingeld	2.93	['kleingeld']
kloven	2.93	['kloven']
kostenpost	2.93	['kostenpost']
krachtbron	2.93	['krachtbron']
lancelot	2.93	['lancelot']
leerboek	2.93	['leerboek']
lemmet	2.93	['lemmet']
leus	2.93	['leus']
lichtbron	2.93	['lichtbron']
liveshow	2.93	['liveshow']
lukraak	2.93	['lukraak']
lunchtijd	2.93	['lunchtijd']
luxemburgse	2.93	['luxemburgse']
maatschappijleer	2.93	['maatschappijleer']
machinekamer	2.93	['machinekamer']
mater	2.93	['mater']
mauritius	2.93	['mauritius']
meivakantie	2.93	['meivakantie']
misdragen	2.93	['misdragen']
moesson	2.93	['moesson']
naastenliefde	2.93	['naastenliefde']
neeltje	2.93	['neeltje']
negativiteit	2.93	['negativiteit']
nieuwsuur	2.93	['nieuwsuur']
nieuwszender	2.93	['nieuwszender']
node	2.93	['node']
noordkust	2.93	['noordkust']
odysseus	2.93	['odysseus']
officieus	2.93	['officieus']
ofte	2.93	['ofte']
oger	2.93	['oger']
omgevingsvergunning	2.93	['omgevingsvergunning']
ommetje	2.93	['ommetje']
omstandigheid	2.93	['omstandigheid']
onaangetast	2.93	['onaangetast']
onderbewuste	2.93	['onderbewuste']
onthoofden	2.93	['onthoofden']
ooievaars	2.93	['ooievaars']
oorlogsvoering	2.93	['oorlogsvoering']
oprollen	2.93	['oprollen']
opschorten	2.93	['opschorten']
opwelling	2.93	['opwelling']
overbleef	2.93	['overbleef']
overloop	2.93	['overloop']
overstuur	2.93	['overstuur']
paranoïde	2.93	['paranoïde']
perzië	2.93	['perzië']
pineut	2.93	['pineut']
pinpas	2.93	['pinpas']
pipo	2.93	['pipo']
plaquette	2.93	['plaquette']
pooier	2.93	['pooier']
portiek	2.93	['portiek']
queeste	2.93	['queeste']
quintus'	2.93	['quintus']
quintus	2.93	['quintus']
rangorde	2.93	['rangorde']
rechtmatig	2.93	['rechtmatig']
risicofactor	2.93	['risicofactor']
robotica	2.93	['robotica']
ronse	2.93	['ronse']
schenker	2.93	['schenker']
schmink	2.93	['schmink']
schoolgeld	2.93	['schoolgeld']
schoolslag	2.93	['schoolslag']
seizoensgebonden	2.93	['seizoensgebonden']
sinaasappelsap	2.93	['sinaasappelsap']
sneltrein	2.93	['sneltrein']
sop	2.93	['sop']
spangen	2.93	['spangen']
stapsgewijs	2.93	['stapsgewijs']
stefaan	2.93	['stefaan']
sterspeler	2.93	['sterspeler']
straatverlichting	2.93	['straatverlichting']
stuntman	2.93	['stuntman']
ternauwernood	2.93	['ternauwernood']
terroristisch	2.93	['terroristisch']
terugbellen	2.93	['terugbellen']
tijdrijden	2.93	['tijdrijden']
toegangsweg	2.93	['toegangsweg']
trappelen	2.93	['trappelen']
uitgaand	2.93	['uitgaand']
uitprinten	2.93	['uitprinten']
vaarwater	2.93	['vaarwater']
vakkennis	2.93	['vakkennis']
verbanning	2.93	['verbanning']
veulen	2.93	['veulen']
vierduizend	2.93	['vierduizend']
viezerik	2.93	['viezerik']
vijlen	2.93	['vijlen']
vla	2.93	['vla']
voedingsbodem	2.93	['voedingsbodem']
volbloed	2.93	['volbloed']
waakzaamheid	2.93	['waakzaamheid']
wandelstok	2.93	['wandelstok']
waterbeheer	2.93	['waterbeheer']
waterzuivering	2.93	['waterzuivering']
weerloos	2.93	['weerloos']
wegennet	2.93	['wegennet']
wegwijzer	2.93	['wegwijzer']
weldoener	2.93	['weldoener']
weller	2.93	['weller']
wereldkaart	2.93	['wereldkaart']
westwaarts	2.93	['westwaarts']
wies'	2.93	['wies']
wies	2.93	['wies']
wisselgeld	2.93	['wisselgeld']
xerox	2.93	['xerox']
zelfbeschikking	2.93	['zelfbeschikking']
zingeving	2.93	['zingeving']
zonnebank	2.93	['zonnebank']
aanbreken	2.92	['aanbreken']
aanjagen	2.92	['aanjagen']
aanplant	2.92	['aanplant']
aarts	2.92	['aarts']
abuis	2.92	['abuis']
accra	2.92	['accra']
achterlicht	2.92	['achterlicht']
acne	2.92	['acne']
adrianus'	2.92	['adrianus']
adrianus	2.92	['adrianus']
afbouwen	2.92	['afbouwen']
alvleesklier	2.92	['alvleesklier']
anatomisch	2.92	['anatomisch']
ansichtkaart	2.92	['ansichtkaart']
appelmoes	2.92	['appelmoes']
arrestatieteam	2.92	['arrestatieteam']
asielaanvraag	2.92	['asielaanvraag']
aubergine	2.92	['aubergine']
azc	2.92	['azc']
bangalore	2.92	['bangalore']
bast	2.92	['bast']
beginfase	2.92	['beginfase']
benchmark	2.92	['benchmark']
beven	2.92	['beven']
bevoorraden	2.92	['bevoorraden']
bevrediging	2.92	['bevrediging']
bihar	2.92	['bihar']
blikseminslag	2.92	['blikseminslag']
bloempot	2.92	['bloempot']
borderline	2.92	['borderline']
bouwbesluit	2.92	['bouwbesluit']
bovenstaand	2.92	['bovenstaand']
boventoon	2.92	['boventoon']
burgerij	2.92	['burgerij']
chemicus	2.92	['chemicus']
christa	2.92	['christa']
dichtbevolkt	2.92	['dichtbevolkt']
dienstbaar	2.92	['dienstbaar']
dierenrijk	2.92	['dierenrijk']
dopamine	2.92	['dopamine']
dorpskerk	2.92	['dorpskerk']
driftig	2.92	['driftig']
dwaling	2.92	['dwaling']
eenling	2.92	['eenling']
eigenares	2.92	['eigenares']
eikenhouten	2.92	['eikenhouten']
elastiek	2.92	['elastiek']
energiecentrale	2.92	['energiecentrale']
energieneutraal	2.92	['energieneutraal']
etenstijd	2.92	['etenstijd']
eter	2.92	['eter']
expat	2.92	['expat']
fanatisme	2.92	['fanatisme']
farmaceutisch	2.92	['farmaceutisch']
faro	2.92	['faro']
fenna	2.92	['fenna']
filmhuis	2.92	['filmhuis']
flodder	2.92	['flodder']
franje	2.92	['franje']
fregat	2.92	['fregat']
garibaldi	2.92	['garibaldi']
gelimiteerd	2.92	['gelimiteerd']
geplet	2.92	['geplet']
gezondheidsdienst	2.92	['gezondheidsdienst']
geïmproviseerd	2.92	['geïmproviseerd']
gietijzer	2.92	['gietijzer']
gils	2.92	['gils']
graveren	2.92	['graveren']
griezel	2.92	['griezel']
haïtiaanse	2.92	['haïtiaanse']
hectisch	2.92	['hectisch']
heengaan	2.92	['heengaan']
hockeyclub	2.92	['hockeyclub']
hogepriester	2.92	['hogepriester']
huizes	2.92	['huizes']
ijverig	2.92	['ijverig']
inbeelden	2.92	['inbeelden']
informatietechnologie	2.92	['informatietechnologie']
ingenieursbureau	2.92	['ingenieursbureau']
ingevolge	2.92	['ingevolge']
inquisitie	2.92	['inquisitie']
instemt	2.92	['instemt']
intrappen	2.92	['intrappen']
ivf	2.92	['ivf']
jaffa	2.92	['jaffa']
jicht	2.92	['jicht']
kakken	2.92	['kakken']
kegel	2.92	['kegel']
kerktoren	2.92	['kerktoren']
kloppend	2.92	['kloppend']
koenraad	2.92	['koenraad']
kortgeleden	2.92	['kortgeleden']
landingsgestel	2.92	['landingsgestel']
landskampioenschap	2.92	['landskampioenschap']
langszij	2.92	['langszij']
leegmaken	2.92	['leegmaken']
ligplaats	2.92	['ligplaats']
lijkwade	2.92	['lijkwade']
lira	2.92	['lira']
literatuurprijs	2.92	['literatuurprijs']
livestream	2.92	['livestream']
lobbyen	2.92	['lobbyen']
mechanica	2.92	['mechanica']
mediterraan	2.92	['mediterraan']
mindering	2.92	['mindering']
misha	2.92	['misha']
mozzarella	2.92	['mozzarella']
muziekonderwijs	2.92	['muziekonderwijs']
nalezen	2.92	['nalezen']
narigheid	2.92	['narigheid']
negerin	2.92	['negerin']
niemandsland	2.92	['niemandsland']
oef	2.92	['oef']
ondergetekende	2.92	['ondergetekende']
onderzoeksjournalist	2.92	['onderzoeksjournalist']
onrealistisch	2.92	['onrealistisch']
oostblok	2.92	['oostblok']
opendoen	2.92	['opendoen']
opiniepeiling	2.92	['opiniepeiling']
opschuiven	2.92	['opschuiven']
opsluit	2.92	['opsluit']
opvangcentrum	2.92	['opvangcentrum']
outsider	2.92	['outsider']
overheidsgeld	2.92	['overheidsgeld']
overzee	2.92	['overzee']
parallelweg	2.92	['parallelweg']
pien	2.92	['pien']
pijnen	2.92	['pijnen']
placebo	2.92	['placebo']
pluimen	2.92	['pluimen']
projector	2.92	['projector']
propositie	2.92	['propositie']
psych	2.92	['psych']
psychologe	2.92	['psychologe']
puik	2.92	['puik']
raffinaderij	2.92	['raffinaderij']
rechtervoet	2.92	['rechtervoet']
rechtsgebied	2.92	['rechtsgebied']
rechtsorde	2.92	['rechtsorde']
relativeren	2.92	['relativeren']
reykjavik	2.92	['reykjavik']
riant	2.92	['riant']
ripper	2.92	['ripper']
risicovol	2.92	['risicovol']
roltrap	2.92	['roltrap']
rompslomp	2.92	['rompslomp']
rondvaart	2.92	['rondvaart']
rotor	2.92	['rotor']
roulatie	2.92	['roulatie']
sabel	2.92	['sabel']
sacrament	2.92	['sacrament']
schipbreuk	2.92	['schipbreuk']
schoolstraat	2.92	['schoolstraat']
shopper	2.92	['shopper']
slaags	2.92	['slaags']
slagboom	2.92	['slagboom']
slurf	2.92	['slurf']
smederij	2.92	['smederij']
smokkel	2.92	['smokkel']
sneeuwen	2.92	['sneeuwen']
souterrain	2.92	['souterrain']
spottend	2.92	['spottend']
stiefdochter	2.92	['stiefdochter']
stompen	2.92	['stompen']
stork	2.92	['stork']
strelen	2.92	['strelen']
stuurboord	2.92	['stuurboord']
susanna	2.92	['susanna']
tegengif	2.92	['tegengif']
terugzetten	2.92	['terugzetten']
thorium	2.92	['thorium']
tienjarige	2.92	['tienjarige']
tijdverdrijf	2.92	['tijdverdrijf']
tijdzone	2.92	['tijdzone']
toeleggen	2.92	['toeleggen']
tok	2.92	['tok']
tornooi	2.92	['tornooi']
tractie	2.92	['tractie']
troonopvolger	2.92	['troonopvolger']
tuinhuis	2.92	['tuinhuis']
tweed	2.92	['tweed']
uitlezen	2.92	['uitlezen']
uitrollen	2.92	['uitrollen']
uitschakelt	2.92	['uitschakelt']
uitstroom	2.92	['uitstroom']
upgraden	2.92	['upgraden']
verderf	2.92	['verderf']
verdoemenis	2.92	['verdoemenis']
verlening	2.92	['verlening']
vermenigvuldiging	2.92	['vermenigvuldiging']
verrek	2.92	['verrek']
verslechteren	2.92	['verslechteren']
vervuilen	2.92	['vervuilen']
vijfjarig	2.92	['vijfjarig']
vinder	2.92	['vinder']
volgeling	2.92	['volgeling']
volta	2.92	['volta']
walrus	2.92	['walrus']
wankelen	2.92	['wankelen']
warande	2.92	['warande']
wasgoed	2.92	['wasgoed']
waterput	2.92	['waterput']
werkveld	2.92	['werkveld']
windturbine	2.92	['windturbine']
zelfingenomen	2.92	['zelfingenomen']
zelfmoordpoging	2.92	['zelfmoordpoging']
zijnen	2.92	['zijnen']
aanblijven	2.91	['aanblijven']
aanbreekt	2.91	['aanbreekt']
aansporing	2.91	['aansporing']
aanspreekpunt	2.91	['aanspreekpunt']
adieu	2.91	['adieu']
afschermen	2.91	['afschermen']
akkerman	2.91	['akkerman']
allemachtig	2.91	['allemachtig']
annulering	2.91	['annulering']
arboretum	2.91	['arboretum']
armoedebestrijding	2.91	['armoedebestrijding']
ballonvaart	2.91	['ballonvaart']
banning	2.91	['banning']
bauke	2.91	['bauke']
bedrijfswagen	2.91	['bedrijfswagen']
belastingvrij	2.91	['belastingvrij']
belize	2.91	['belize']
benzinestation	2.91	['benzinestation']
beroepsmatig	2.91	['beroepsmatig']
bestraling	2.91	['bestraling']
biceps	2.91	['biceps']
bierbrouwerij	2.91	['bierbrouwerij']
bijblijven	2.91	['bijblijven']
bijstaat	2.91	['bijstaat']
bitterheid	2.91	['bitterheid']
bloedarmoede	2.91	['bloedarmoede']
bloedgroep	2.91	['bloedgroep']
bloedheet	2.91	['bloedheet']
bouwmateriaal	2.91	['bouwmateriaal']
boyband	2.91	['boyband']
buitenhuis	2.91	['buitenhuis']
carnavalsvereniging	2.91	['carnavalsvereniging']
cateraar	2.91	['cateraar']
chromosoom	2.91	['chromosoom']
ckv	2.91	['ckv']
coffeeshop	2.91	['coffeeshop']
collie	2.91	['collie']
condensator	2.91	['condensator']
congolees	2.91	['congolees']
cornflakes	2.91	['cornflakes']
crossen	2.91	['crossen']
declareren	2.91	['declareren']
decoratief	2.91	['decoratief']
demping	2.91	['demping']
desastreus	2.91	['desastreus']
detachering	2.91	['detachering']
dieselmotor	2.91	['dieselmotor']
dikzak	2.91	['dikzak']
diskwalificatie	2.91	['diskwalificatie']
distilleerderij	2.91	['distilleerderij']
docu	2.91	['docu']
doordringt	2.91	['doordringt']
doorgaand	2.91	['doorgaand']
drugsbaron	2.91	['drugsbaron']
edelsteen	2.91	['edelsteen']
eds	2.91	['eds']
eindklassement	2.91	['eindklassement']
eindsprint	2.91	['eindsprint']
eindstrijd	2.91	['eindstrijd']
eldorado	2.91	['eldorado']
energiekosten	2.91	['energiekosten']
esmeralda	2.91	['esmeralda']
esthetiek	2.91	['esthetiek']
esthetisch	2.91	['esthetisch']
etui	2.91	['etui']
exploratie	2.91	['exploratie']
facet	2.91	['facet']
feestzaal	2.91	['feestzaal']
feniks	2.91	['feniks']
finishen	2.91	['finishen']
flik	2.91	['flik']
flor	2.91	['flor']
foltering	2.91	['foltering']
gage	2.91	['gage']
gapen	2.91	['gapen']
gedrocht	2.91	['gedrocht']
gemoeten	2.91	['gemoeten']
genuanceerd	2.91	['genuanceerd']
geometrie	2.91	['geometrie']
geremd	2.91	['geremd']
gesneuvelde	2.91	['gesneuvelde']
getrouw	2.91	['getrouw']
gezinsleven	2.91	['gezinsleven']
giraf	2.91	['giraf']
goederenvervoer	2.91	['goederenvervoer']
grachtengordel	2.91	['grachtengordel']
hadj	2.91	['hadj']
handrem	2.91	['handrem']
harem	2.91	['harem']
harken	2.91	['harken']
hermanus'	2.91	['hermanus']
hermanus	2.91	['hermanus']
indiaans	2.91	['indiaans']
inhield	2.91	['inhield']
inleven	2.91	['inleven']
inlezen	2.91	['inlezen']
inteelt	2.91	['inteelt']
internetgebruik	2.91	['internetgebruik']
joggingbroek	2.91	['joggingbroek']
karamel	2.91	['karamel']
kimberley	2.91	['kimberley']
klantenbestand	2.91	['klantenbestand']
klokkentoren	2.91	['klokkentoren']
koala	2.91	['koala']
kreunen	2.91	['kreunen']
kunstwereld	2.91	['kunstwereld']
kuren	2.91	['kuren']
laadruimte	2.91	['laadruimte']
liechtenstein	2.91	['liechtenstein']
loeren	2.91	['loeren']
maastrichtse	2.91	['maastrichtse']
magenta	2.91	['magenta']
makelij	2.91	['makelij']
mediamarkt	2.91	['mediamarkt']
meetkunde	2.91	['meetkunde']
melancholie	2.91	['melancholie']
meute	2.91	['meute']
miserie	2.91	['miserie']
mopperen	2.91	['mopperen']
neersteken	2.91	['neersteken']
neerstorten	2.91	['neerstorten']
nepalees	2.91	['nepalees']
nodeloos	2.91	['nodeloos']
noël	2.91	['noël']
oliemaatschappij	2.91	['oliemaatschappij']
omkomen	2.91	['omkomen']
onbalans	2.91	['onbalans']
onberispelijk	2.91	['onberispelijk']
onrechtvaardigheid	2.91	['onrechtvaardigheid']
oorlogsmonument	2.91	['oorlogsmonument']
opnoemen	2.91	['opnoemen']
opvangt	2.91	['opvangt']
opwachting	2.91	['opwachting']
overbevolking	2.91	['overbevolking']
pattaya	2.91	['pattaya']
penseel	2.91	['penseel']
polio	2.91	['polio']
productiebedrijf	2.91	['productiebedrijf']
professionalisering	2.91	['professionalisering']
quinten	2.91	['quinten']
ran	2.91	['ran']
regionen	2.91	['regionen']
retraite	2.91	['retraite']
revival	2.91	['revival']
rijkaard	2.91	['rijkaard']
rotterdammer	2.91	['rotterdammer']
salam	2.91	['salam']
samenspraak	2.91	['samenspraak']
schiller	2.91	['schiller']
schoolmeester	2.91	['schoolmeester']
schools	2.91	['schools']
schrokken	2.91	['schrokken']
sire	2.91	['sire']
sluitend	2.91	['sluitend']
snelkookpan	2.91	['snelkookpan']
soennieten	2.91	['soennieten']
speedboot	2.91	['speedboot']
spierkracht	2.91	['spierkracht']
splinters	2.91	['splinters']
spuwen	2.91	['spuwen']
stabilisatie	2.91	['stabilisatie']
stans	2.91	['stans']
statiegeld	2.91	['statiegeld']
stillen	2.91	['stillen']
stud	2.91	['stud']
substraat	2.91	['substraat']
succesverhaal	2.91	['succesverhaal']
swahili	2.91	['swahili']
swart	2.91	['swart']
tafelen	2.91	['tafelen']
talisman	2.91	['talisman']
taxibedrijf	2.91	['taxibedrijf']
teamverband	2.91	['teamverband']
teddybeer	2.91	['teddybeer']
televisieserie	2.91	['televisieserie']
tennisster	2.91	['tennisster']
terugkrijgt	2.91	['terugkrijgt']
terugtocht	2.91	['terugtocht']
thuisstad	2.91	['thuisstad']
toegaan	2.91	['toegaan']
toegaf	2.91	['toegaf']
toekomstvisie	2.91	['toekomstvisie']
topografie	2.91	['topografie']
traineeship	2.91	['traineeship']
trede	2.91	['trede']
troeven	2.91	['troeven']
tuniek	2.91	['tuniek']
turnster	2.91	['turnster']
turquoise	2.91	['turquoise']
twintigduizend	2.91	['twintigduizend']
uitbrengt	2.91	['uitbrengt']
uitdraaien	2.91	['uitdraaien']
uitgaansleven	2.91	['uitgaansleven']
vakantieverblijf	2.91	['vakantieverblijf']
valsheid	2.91	['valsheid']
verkoopprijs	2.91	['verkoopprijs']
vervreemding	2.91	['vervreemding']
vhs	2.91	['vhs']
voedingsindustrie	2.91	['voedingsindustrie']
wankel	2.91	['wankel']
welsh	2.91	['welsh']
werkterrein	2.91	['werkterrein']
wijkagent	2.91	['wijkagent']
wilg	2.91	['wilg']
wippen	2.91	['wippen']
zesduizend	2.91	['zesduizend']
zonnepaneel	2.91	['zonnepaneel']
zonnewijzer	2.91	['zonnewijzer']
aanbesteden	2.90	['aanbesteden']
aankleding	2.90	['aankleding']
abo	2.90	['abo']
afbreekt	2.90	['afbreekt']
afgrijselijk	2.90	['afgrijselijk']
afschrijving	2.90	['afschrijving']
aftiteling	2.90	['aftiteling']
afvaardiging	2.90	['afvaardiging']
afvallige	2.90	['afvallige']
afwasmiddel	2.90	['afwasmiddel']
agora	2.90	['agora']
airplay	2.90	['airplay']
alarmcentrale	2.90	['alarmcentrale']
alblas	2.90	['alblas']
alcoholgebruik	2.90	['alcoholgebruik']
aorta	2.90	['aorta']
attila	2.90	['attila']
autorisatie	2.90	['autorisatie']
bakfiets	2.90	['bakfiets']
baptist	2.90	['baptist']
beeltenis	2.90	['beeltenis']
beerput	2.90	['beerput']
begrenzing	2.90	['begrenzing']
bellevue	2.90	['bellevue']
bevriezing	2.90	['bevriezing']
binnenweg	2.90	['binnenweg']
bohemen	2.90	['bohemen']
boomer	2.90	['boomer']
boort	2.90	['boort']
boskamp	2.90	['boskamp']
brainstormen	2.90	['brainstormen']
brassband	2.90	['brassband']
bronwater	2.90	['bronwater']
browning	2.90	['browning']
chevron	2.90	['chevron']
chimpansees	2.90	['chimpansees']
communicatief	2.90	['communicatief']
complicatie	2.90	['complicatie']
concilie	2.90	['concilie']
cornelissen	2.90	['cornelissen']
darten	2.90	['darten']
deugen	2.90	['deugen']
dharma	2.90	['dharma']
dichtbundel	2.90	['dichtbundel']
dierenasiel	2.90	['dierenasiel']
dij	2.90	['dij']
domotica	2.90	['domotica']
dorien	2.90	['dorien']
dtp	2.90	['dtp']
eczeem	2.90	['eczeem']
eefje	2.90	['eefje']
eenrichtingsverkeer	2.90	['eenrichtingsverkeer']
emanuel	2.90	['emanuel']
enigma	2.90	['enigma']
erben	2.90	['erben']
fabriceren	2.90	['fabriceren']
fiber	2.90	['fiber']
filmmuziek	2.90	['filmmuziek']
framboos	2.90	['framboos']
fret	2.90	['fret']
frites	2.90	['frites']
funest	2.90	['funest']
gaslek	2.90	['gaslek']
gedachtegang	2.90	['gedachtegang']
geeneens	2.90	['geeneens']
gehoorapparaat	2.90	['gehoorapparaat']
geinig	2.90	['geinig']
geldschieter	2.90	['geldschieter']
geruisloos	2.90	['geruisloos']
geweldpleging	2.90	['geweldpleging']
govert	2.90	['govert']
griffel	2.90	['griffel']
haatzaaien	2.90	['haatzaaien']
handomdraai	2.90	['handomdraai']
hidde	2.90	['hidde']
hijgen	2.90	['hijgen']
hik	2.90	['hik']
homeopathie	2.90	['homeopathie']
houdbaarheid	2.90	['houdbaarheid']
houtkachel	2.90	['houtkachel']
humanistisch	2.90	['humanistisch']
inbeslagname	2.90	['inbeslagname']
inclusie	2.90	['inclusie']
inferno	2.90	['inferno']
informatiebeveiliging	2.90	['informatiebeveiliging']
jeugdspeler	2.90	['jeugdspeler']
jock	2.90	['jock']
juweeltje	2.90	['juweeltje']
kickboksen	2.90	['kickboksen']
kobalt	2.90	['kobalt']
kommer	2.90	['kommer']
kookpunt	2.90	['kookpunt']
kwetsend	2.90	['kwetsend']
legereenheid	2.90	['legereenheid']
levenseinde	2.90	['levenseinde']
lunetten	2.90	['lunetten']
lupus	2.90	['lupus']
machinaal	2.90	['machinaal']
machtsstrijd	2.90	['machtsstrijd']
manneke	2.90	['manneke']
marjorie	2.90	['marjorie']
massagraf	2.90	['massagraf']
medestander	2.90	['medestander']
meekomen	2.90	['meekomen']
metadata	2.90	['metadata']
meubelmaker	2.90	['meubelmaker']
middelgroot	2.90	['middelgroot']
naamgeving	2.90	['naamgeving']
novelle	2.90	['novelle']
nummerplaat	2.90	['nummerplaat']
oezbeekse	2.90	['oezbeekse']
onbekwaam	2.90	['onbekwaam']
ongeschreven	2.90	['ongeschreven']
onverslaanbaar	2.90	['onverslaanbaar']
onvruchtbaar	2.90	['onvruchtbaar']
onwenselijk	2.90	['onwenselijk']
openstellen	2.90	['openstellen']
opwaarts	2.90	['opwaarts']
opwinden	2.90	['opwinden']
opzichtig	2.90	['opzichtig']
orka	2.90	['orka']
orthopedie	2.90	['orthopedie']
overbrenging	2.90	['overbrenging']
overdenken	2.90	['overdenken']
overstak	2.90	['overstak']
oxidatie	2.90	['oxidatie']
passé	2.90	['passé']
percent	2.90	['percent']
plakkerig	2.90	['plakkerig']
polymeer	2.90	['polymeer']
prat	2.90	['prat']
predator	2.90	['predator']
professionaliteit	2.90	['professionaliteit']
raadgevend	2.90	['raadgevend']
rats	2.90	['rats']
razzia	2.90	['razzia']
redactioneel	2.90	['redactioneel']
reddingsbrigade	2.90	['reddingsbrigade']
regeringsperiode	2.90	['regeringsperiode']
saamhorigheid	2.90	['saamhorigheid']
samenbrengen	2.90	['samenbrengen']
schaakspel	2.90	['schaakspel']
schijfje	2.90	['schijfje']
schrapen	2.90	['schrapen']
sensationeel	2.90	['sensationeel']
serenade	2.90	['serenade']
shotgun	2.90	['shotgun']
silicium	2.90	['silicium']
sion	2.90	['sion']
sleepboot	2.90	['sleepboot']
sneeuwstorm	2.90	['sneeuwstorm']
soit	2.90	['soit']
souburg	2.90	['souburg']
speelruimte	2.90	['speelruimte']
sprinten	2.90	['sprinten']
spuien	2.90	['spuien']
sst	2.90	['sst']
startbaan	2.90	['startbaan']
strek	2.90	['strek']
struisvogel	2.90	['struisvogel']
teaser	2.90	['teaser']
tegenlicht	2.90	['tegenlicht']
tegenwicht	2.90	['tegenwicht']
tekenend	2.90	['tekenend']
terdege	2.90	['terdege']
teruglopen	2.90	['teruglopen']
tijdsbestek	2.90	['tijdsbestek']
tijdslimiet	2.90	['tijdslimiet']
titelverdediger	2.90	['titelverdediger']
toediening	2.90	['toediening']
tumult	2.90	['tumult']
tussenwoning	2.90	['tussenwoning']
tut	2.90	['tut']
twintigtal	2.90	['twintigtal']
uitbouwen	2.90	['uitbouwen']
uiteenzetting	2.90	['uiteenzetting']
uurtarief	2.90	['uurtarief']
vakantiegevoel	2.90	['vakantiegevoel']
venetiaanse	2.90	['venetiaanse']
ventilatiesysteem	2.90	['ventilatiesysteem']
verbroedering	2.90	['verbroedering']
verdienmodel	2.90	['verdienmodel']
verhongeren	2.90	['verhongeren']
verkiezingsuitslag	2.90	['verkiezingsuitslag']
verslapen	2.90	['verslapen']
vervangbaar	2.90	['vervangbaar']
verwennerij	2.90	['verwennerij']
victoria's	2.90	["victoria's"]
vloerverwarming	2.90	['vloerverwarming']
voltaire	2.90	['voltaire']
voorblad	2.90	['voorblad']
vooringenomenheid	2.90	['vooringenomenheid']
wasbak	2.90	['wasbak']
waterscheiding	2.90	['waterscheiding']
wegvalt	2.90	['wegvalt']
wereldgroep	2.90	['wereldgroep']
wiebe	2.90	['wiebe']
wildcard	2.90	['wildcard']
woordenwisseling	2.90	['woordenwisseling']
xenon	2.90	['xenon']
zangles	2.90	['zangles']
zeelieden	2.90	['zeelieden']
zegenen	2.90	['zegenen']
zegening	2.90	['zegening']
zelfmedelijden	2.90	['zelfmedelijden']
zelfreflectie	2.90	['zelfreflectie']
zintuig	2.90	['zintuig']
