word	zipf_frequency	tokens
в	7.63	['в']
и	7.47	['и']
на	7.25	['на']
не	7.20	['не']
с	7.14	['с']
что	7.09	['что']
я	6.91	['я']
по	6.88	['по']
а	6.86	['а']
как	6.85	['как']
из	6.77	['из']
это	6.73	['это']
за	6.69	['за']
для	6.67	['для']
о	6.66	['о']
к	6.65	['к']
-то	6.64	['то']
но	6.64	['но']
то	6.64	['то']
у	6.63	['у']
его	6.59	['его']
он	6.59	['он']
от	6.59	['от']
все	6.58	['все']
так	6.49	['так']
же	6.40	['же']
мы	6.40	['мы']
до	6.38	['до']
ты	6.37	['ты']
только	6.36	['только']
если	6.35	['если']
когда	6.35	['когда']
было	6.33	['было']
меня	6.32	['меня']
уже	6.31	['уже']
бы	6.28	['бы']
или	6.27	['или']
их	6.26	['их']
они	6.25	['они']
при	6.24	['при']
будет	6.23	['будет']
время	6.21	['время']
кто	6.21	['кто']
года	6.20	['года']
чтобы	6.20	['чтобы']
есть	6.19	['есть']
она	6.19	['она']
во	6.18	['во']
вы	6.17	['вы']
может	6.17	['может']
после	6.17	['после']
нет	6.16	['нет']
очень	6.14	['очень']
со	6.13	['со']
была	6.12	['была']
также	6.12	['также']
вот	6.10	['вот']
ее	6.10	['ее']
чем	6.10	['чем']
быть	6.08	['быть']
где	6.08	['где']
под	6.08	['под']
да	6.04	['да']
даже	6.04	['даже']
можно	6.04	['можно']
того	6.03	['того']
просто	6.02	['просто']
больше	6.01	['больше']
сейчас	6.00	['сейчас']
том	6.00	['том']
более	5.99	['более']
г	5.99	['г']
ну	5.98	['ну']
без	5.97	['без']
лет	5.96	['лет']
нас	5.96	['нас']
ни	5.96	['ни']
об	5.96	['об']
там	5.96	['там']
человек	5.96	['человек']
себя	5.95	['себя']
этот	5.95	['этот']
который	5.94	['который']
ли	5.94	['ли']
м	5.94	['м']
раз	5.94	['раз']
один	5.92	['один']
теперь	5.92	['теперь']
всего	5.91	['всего']
сегодня	5.91	['сегодня']
надо	5.89	['надо']
через	5.88	['через']
сша	5.86	['сша']
тоже	5.86	['тоже']
почему	5.85	['почему']
день	5.84	['день']
пока	5.83	['пока']
тем	5.82	['тем']
всегда	5.80	['всегда']
между	5.79	['между']
здесь	5.78	['здесь']
потому	5.78	['потому']
нужно	5.77	['нужно']
себе	5.77	['себе']
такой	5.77	['такой']
год	5.76	['год']
два	5.76	['два']
однако	5.76	['однако']
п	5.76	['п']
люди	5.75	['люди']
много	5.75	['много']
ничего	5.75	['ничего']
тут	5.75	['тут']
всё	5.73	['всё']
её	5.73	['её']
жизнь	5.73	['жизнь']
нам	5.73	['нам']
несколько	5.73	['несколько']
тогда	5.73	['тогда']
мой	5.72	['мой']
ещё	5.71	['ещё']
место	5.71	['место']
потом	5.71	['потом']
против	5.71	['против']
хорошо	5.71	['хорошо']
вместе	5.68	['вместе']
лишь	5.68	['лишь']
дело	5.67	['дело']
лучше	5.67	['лучше']
над	5.67	['над']
какой	5.66	['какой']
тот	5.66	['тот']
именно	5.65	['именно']
перед	5.65	['перед']
поэтому	5.65	['поэтому']
сделать	5.65	['сделать']
три	5.65	['три']
конечно	5.64	['конечно']
мира	5.64	['мира']
стал	5.64	['стал']
первый	5.63	['первый']
хотя	5.62	['хотя']
ведь	5.61	['ведь']
вообще	5.61	['вообще']
дома	5.60	['дома']
спасибо	5.60	['спасибо']
эта	5.60	['эта']
никогда	5.59	['никогда']
сам	5.59	['сам']
вопрос	5.57	['вопрос']
деньги	5.57	['деньги']
новый	5.57	['новый']
около	5.57	['около']
почти	5.57	['почти']
свой	5.56	['свой']
часть	5.55	['часть']
делать	5.54	['делать']
должен	5.54	['должен']
кроме	5.54	['кроме']
каждый	5.53	['каждый']
среди	5.53	['среди']
ссср	5.53	['ссср']
е	5.52	['е']
россия	5.52	['россия']
дом	5.51	['дом']
ним	5.51	['ним']
либо	5.50	['либо']
сколько	5.50	['сколько']
буду	5.49	['буду']
никто	5.49	['никто']
назад	5.48	['назад']
сказать	5.48	['сказать']
слова	5.48	['слова']
друг	5.47	['друг']
например	5.47	['например']
затем	5.46	['затем']
моя	5.46	['моя']
оно	5.46	['оно']
про	5.46	['про']
см	5.46	['см']
сразу	5.46	['сразу']
второй	5.45	['второй']
другой	5.45	['другой']
нельзя	5.45	['нельзя']
снова	5.45	['снова']
совсем	5.45	['совсем']
правда	5.44	['правда']
рф	5.44	['рф']
значит	5.43	['значит']
куда	5.43	['куда']
т	5.43	['т']
игры	5.41	['игры']
кажется	5.41	['кажется']
б	5.40	['б']
большой	5.40	['большой']
весь	5.40	['весь']
годы	5.40	['годы']
новости	5.39	['новости']
мир	5.38	['мир']
найти	5.38	['найти']
слишком	5.38	['слишком']
участие	5.38	['участие']
иногда	5.37	['иногда']
момент	5.37	['момент']
москва	5.37	['москва']
фильм	5.37	['фильм']
возможно	5.36	['возможно']
го	5.36	['го']
д	5.36	['д']
права	5.36	['права']
город	5.35	['город']
марта	5.35	['марта']
менее	5.35	['менее']
давно	5.34	['давно']
зачем	5.34	['зачем']
раньше	5.34	['раньше']
рядом	5.34	['рядом']
течение	5.34	['течение']
точно	5.34	['точно']
часто	5.34	['часто']
быстро	5.33	['быстро']
действительно	5.33	['действительно']
мая	5.33	['мая']
многие	5.33	['многие']
период	5.33	['период']
работа	5.33	['работа']
александр	5.32	['александр']
говорить	5.32	['говорить']
достаточно	5.32	['достаточно']
количество	5.32	['количество']
мог	5.32	['мог']
типа	5.32	['типа']
уж	5.32	['уж']
впервые	5.31	['впервые']
вчера	5.31	['вчера']
завтра	5.31	['завтра']
имя	5.31	['имя']
какая	5.31	['какая']
ко	5.31	['ко']
пусть	5.31	['пусть']
равно	5.31	['равно']
руки	5.31	['руки']
внимание	5.30	['внимание']
должно	5.30	['должно']
немного	5.30	['немного']
ночь	5.30	['ночь']
согласно	5.30	['согласно']
стать	5.30	['стать']
хоть	5.30	['хоть']
жить	5.29	['жить']
пять	5.29	['пять']
р	5.29	['р']
возможность	5.28	['возможность']
глаза	5.28	['глаза']
места	5.28	['места']
наконец	5.28	['наконец']
наш	5.28	['наш']
роль	5.28	['роль']
ж	5.27	['ж']
история	5.27	['история']
решение	5.27	['решение']
идет	5.26	['идет']
опять	5.26	['опять']
работать	5.26	['работать']
скоро	5.26	['скоро']
чуть	5.26	['чуть']
будто	5.25	['будто']
обычно	5.25	['обычно']
помощь	5.25	['помощь']
поскольку	5.25	['поскольку']
августа	5.24	['августа']
дальше	5.24	['дальше']
особенно	5.24	['особенно']
полностью	5.24	['полностью']
самый	5.24	['самый']
сильно	5.24	['сильно']
четыре	5.24	['четыре']
число	5.24	['число']
женщина	5.23	['женщина']
меньше	5.23	['меньше']
последний	5.23	['последний']
сайт	5.23	['сайт']
сын	5.23	['сын']
мало	5.22	['мало']
мама	5.22	['мама']
несмотря	5.22	['несмотря']
право	5.22	['право']
скорее	5.22	['скорее']
состав	5.22	['состав']
долго	5.21	['долго']
наиболее	5.21	['наиболее']
нем	5.21	['нем']
президент	5.21	['президент']
прямо	5.21	['прямо']
группа	5.20	['группа']
данные	5.20	['данные']
имени	5.20	['имени']
прежде	5.20	['прежде']
слово	5.20	['слово']
благодаря	5.19	['благодаря']
владимир	5.19	['владимир']
вместо	5.19	['вместо']
дети	5.19	['дети']
отец	5.19	['отец']
плохо	5.19	['плохо']
получить	5.19	['получить']
развитие	5.19	['развитие']
российский	5.19	['российский']
сначала	5.19	['сначала']
таки	5.19	['таки']
вокруг	5.18	['вокруг']
вроде	5.18	['вроде']
домой	5.18	['домой']
закон	5.18	['закон']
настоящее	5.18	['настоящее']
силы	5.18	['силы']
система	5.18	['система']
уровень	5.18	['уровень']
вновь	5.17	['вновь']
известно	5.17	['известно']
мать	5.17	['мать']
сердце	5.17	['сердце']
столько	5.17	['столько']
центр	5.17	['центр']
э	5.17	['э']
важно	5.16	['важно']
довольно	5.16	['довольно']
доме	5.16	['доме']
кстати	5.16	['кстати']
лицо	5.16	['лицо']
любовь	5.16	['любовь']
наверное	5.16	['наверное']
ответ	5.16	['ответ']
постоянно	5.16	['постоянно']
правильно	5.16	['правильно']
ранее	5.16	['ранее']
ряд	5.16	['ряд']
та	5.16	['та']
той	5.16	['той']
большое	5.15	['большое']
сергей	5.15	['сергей']
компания	5.14	['компания']
лучший	5.14	['лучший']
понять	5.14	['понять']
список	5.14	['список']
туда	5.14	['туда']
час	5.14	['час']
автор	5.13	['автор']
вид	5.13	['вид']
гг	5.13	['гг']
глава	5.13	['глава']
играть	5.13	['играть']
начал	5.13	['начал']
необходимо	5.13	['необходимо']
привет	5.13	['привет']
путь	5.13	['путь']
совершенно	5.13	['совершенно']
утром	5.13	['утром']
пожалуйста	5.12	['пожалуйста']
позже	5.12	['позже']
проект	5.12	['проект']
раза	5.12	['раза']
русский	5.12	['русский']
вдруг	5.11	['вдруг']
вечером	5.11	['вечером']
игра	5.11	['игра']
использовать	5.11	['использовать']
любой	5.11	['любой']
первая	5.11	['первая']
примерно	5.11	['примерно']
большая	5.10	['большая']
кино	5.10	['кино']
легко	5.10	['легко']
очередь	5.10	['очередь']
сезон	5.10	['сезон']
выше	5.09	['выше']
главный	5.09	['главный']
новая	5.09	['новая']
поле	5.09	['поле']
путин	5.09	['путин']
суд	5.09	['суд']
честь	5.09	['честь']
шоу	5.09	['шоу']
взять	5.08	['взять']
девушка	5.08	['девушка']
идти	5.08	['идти']
интересно	5.08	['интересно']
месяц	5.08	['месяц']
мужчина	5.08	['мужчина']
ночью	5.08	['ночью']
область	5.08	['область']
первое	5.08	['первое']
правительство	5.08	['правительство']
часа	5.08	['часа']
большинство	5.07	['большинство']
др	5.07	['др']
жена	5.07	['жена']
знать	5.07	['знать']
иначе	5.07	['иначе']
интернет	5.07	['интернет']
кем	5.07	['кем']
клуб	5.07	['клуб']
команда	5.07	['команда']
невозможно	5.07	['невозможно']
новое	5.07	['новое']
речь	5.07	['речь']
член	5.07	['член']
чтоб	5.07	['чтоб']
язык	5.07	['язык']
далеко	5.06	['далеко']
дать	5.06	['дать']
деятельность	5.06	['деятельность']
дни	5.06	['дни']
дочь	5.06	['дочь']
иметь	5.06	['иметь']
официальный	5.06	['официальный']
практически	5.06	['практически']
совет	5.06	['совет']
трудно	5.06	['трудно']
ю	5.06	['ю']
бизнес	5.05	['бизнес']
внутри	5.05	['внутри']
вполне	5.05	['вполне']
книга	5.05	['книга']
начало	5.05	['начало']
одновременно	5.05	['одновременно']
план	5.05	['план']
производство	5.05	['производство']
ради	5.05	['ради']
сети	5.05	['сети']
сми	5.05	['сми']
знаешь	5.04	['знаешь']
мировой	5.04	['мировой']
проблема	5.04	['проблема']
семья	5.04	['семья']
строительство	5.04	['строительство']
твой	5.04	['твой']
узнать	5.04	['узнать']
украина	5.04	['украина']
ч	5.04	['ч']
голос	5.03	['голос']
движение	5.03	['движение']
киев	5.03	['киев']
откуда	5.03	['откуда']
процесс	5.03	['процесс']
свет	5.03	['свет']
сюда	5.03	['сюда']
хороший	5.03	['хороший']
целом	5.03	['целом']
летом	5.02	['летом']
матч	5.02	['матч']
михаил	5.02	['михаил']
мм	5.02	['мм']
народ	5.02	['народ']
ниже	5.02	['ниже']
андрей	5.01	['андрей']
вести	5.01	['вести']
власть	5.01	['власть']
оба	5.01	['оба']
положение	5.01	['положение']
помочь	5.01	['помочь']
понятно	5.01	['понятно']
посмотреть	5.01	['посмотреть']
шесть	5.01	['шесть']
брат	5.00	['брат']
вечер	5.00	['вечер']
говоря	5.00	['говоря']
море	5.00	['море']
мысли	5.00	['мысли']
обязательно	5.00	['обязательно']
следующий	5.00	['следующий']
смотреть	5.00	['смотреть']
чаще	5.00	['чаще']
бог	4.99	['бог']
бывает	4.99	['бывает']
ваш	4.99	['ваш']
версия	4.99	['версия']
видео	4.99	['видео']
видеть	4.99	['видеть']
доктор	4.99	['доктор']
насколько	4.99	['насколько']
пора	4.99	['пора']
конец	4.98	['конец']
крым	4.98	['крым']
настолько	4.98	['настолько']
николай	4.98	['николай']
ноги	4.98	['ноги']
нужна	4.98	['нужна']
ой	4.98	['ой']
пост	4.98	['пост']
принять	4.98	['принять']
программа	4.98	['программа']
ребята	4.98	['ребята']
состояние	4.98	['состояние']
суда	4.98	['суда']
сына	4.98	['сына']
тела	4.98	['тела']
ту	4.98	['ту']
утро	4.98	['утро']
цель	4.98	['цель']
членов	4.98	['членов']
ясно	4.98	['ясно']
алексей	4.97	['алексей']
вернуться	4.97	['вернуться']
война	4.97	['война']
выбор	4.97	['выбор']
давайте	4.97	['давайте']
другое	4.97	['другое']
недавно	4.97	['недавно']
никак	4.97	['никак']
создание	4.97	['создание']
способ	4.97	['способ']
-де	4.96	['де']
александра	4.96	['александра']
взгляд	4.96	['взгляд']
гораздо	4.96	['гораздо']
господин	4.96	['господин']
дал	4.96	['дал']
де	4.96	['де']
директор	4.96	['директор']
курс	4.96	['курс']
мнение	4.96	['мнение']
номер	4.96	['номер']
нормально	4.96	['нормально']
оружие	4.96	['оружие']
память	4.96	['память']
парень	4.96	['парень']
руководство	4.96	['руководство']
случай	4.96	['случай']
смог	4.96	['смог']
видимо	4.95	['видимо']
виду	4.95	['виду']
десять	4.95	['десять']
кг	4.95	['кг']
название	4.95	['название']
начать	4.95	['начать']
разве	4.95	['разве']
рост	4.95	['рост']
смерть	4.95	['смерть']
телефон	4.95	['телефон']
ждать	4.94	['ждать']
журнал	4.94	['журнал']
однажды	4.94	['однажды']
песня	4.94	['песня']
пол	4.94	['пол']
председатель	4.94	['председатель']
приятно	4.94	['приятно']
роли	4.94	['роли']
самая	4.94	['самая']
сложно	4.94	['сложно']
создать	4.94	['создать']
тело	4.94	['тело']
третий	4.94	['третий']
фильма	4.94	['фильма']
вероятно	4.93	['вероятно']
весьма	4.93	['весьма']
включая	4.93	['включая']
двое	4.93	['двое']
джон	4.93	['джон']
министр	4.93	['министр']
общество	4.93	['общество']
результат	4.93	['результат']
спустя	4.93	['спустя']
хуже	4.93	['хуже']
видов	4.92	['видов']
вскоре	4.92	['вскоре']
выйти	4.92	['выйти']
давай	4.92	['давай']
думать	4.92	['думать']
капитан	4.92	['капитан']
ладно	4.92	['ладно']
опыт	4.92	['опыт']
правило	4.92	['правило']
роста	4.92	['роста']
сан	4.92	['сан']
связь	4.92	['связь']
семь	4.92	['семь']
управление	4.92	['управление']
фото	4.92	['фото']
идея	4.91	['идея']
огонь	4.91	['огонь']
органов	4.91	['органов']
относительно	4.91	['относительно']
письмо	4.91	['письмо']
предложение	4.91	['предложение']
серия	4.91	['серия']
срок	4.91	['срок']
увидеть	4.91	['увидеть']
факт	4.91	['факт']
юго	4.91	['юго']
абсолютно	4.90	['абсолютно']
далее	4.90	['далее']
единственный	4.90	['единственный']
ибо	4.90	['ибо']
информация	4.90	['информация']
народа	4.90	['народа']
полиция	4.90	['полиция']
помимо	4.90	['помимо']
правила	4.90	['правила']
премьер	4.90	['премьер']
родители	4.90	['родители']
смысл	4.90	['смысл']
будущее	4.89	['будущее']
видно	4.89	['видно']
здание	4.89	['здание']
значение	4.89	['значение']
иван	4.89	['иван']
интервью	4.89	['интервью']
кофе	4.89	['кофе']
муж	4.89	['муж']
научно	4.89	['научно']
никого	4.89	['никого']
основной	4.89	['основной']
очевидно	4.89	['очевидно']
провести	4.89	['провести']
союз	4.89	['союз']
спать	4.89	['спать']
спокойно	4.89	['спокойно']
тренер	4.89	['тренер']
генерал	4.88	['генерал']
глаз	4.88	['глаз']
дмитрий	4.88	['дмитрий']
евро	4.88	['евро']
искать	4.88	['искать']
купить	4.88	['купить']
лично	4.88	['лично']
мастер	4.88	['мастер']
начальник	4.88	['начальник']
образование	4.88	['образование']
оон	4.88	['оон']
официально	4.88	['официально']
порядка	4.88	['порядка']
похоже	4.88	['похоже']
пройти	4.88	['пройти']
сообщение	4.88	['сообщение']
соответственно	4.88	['соответственно']
частью	4.88	['частью']
чувство	4.88	['чувство']
бывший	4.87	['бывший']
выборы	4.87	['выборы']
дали	4.87	['дали']
дверь	4.87	['дверь']
зато	4.87	['зато']
организация	4.87	['организация']
партия	4.87	['партия']
политика	4.87	['политика']
рано	4.87	['рано']
ребенок	4.87	['ребенок']
спорт	4.87	['спорт']
тип	4.87	['тип']
цена	4.87	['цена']
боже	4.86	['боже']
вернуть	4.86	['вернуть']
влияние	4.86	['влияние']
вовсе	4.86	['вовсе']
выход	4.86	['выход']
жаль	4.86	['жаль']
заниматься	4.86	['заниматься']
контракт	4.86	['контракт']
отлично	4.86	['отлично']
погиб	4.86	['погиб']
порядок	4.86	['порядок']
экономика	4.86	['экономика']
вторая	4.85	['вторая']
государство	4.85	['государство']
дает	4.85	['дает']
значительно	4.85	['значительно']
модель	4.85	['модель']
музыка	4.85	['музыка']
настоящий	4.85	['настоящий']
ок	4.85	['ок']
роман	4.85	['роман']
хватит	4.85	['хватит']
виктор	4.84	['виктор']
возле	4.84	['возле']
девочка	4.84	['девочка']
матча	4.84	['матча']
метро	4.84	['метро']
папа	4.84	['папа']
ряда	4.84	['ряда']
света	4.84	['света']
словно	4.84	['словно']
характер	4.84	['характер']
церковь	4.84	['церковь']
честно	4.84	['честно']
чувства	4.84	['чувства']
школа	4.84	['школа']
быстрее	4.83	['быстрее']
вариант	4.83	['вариант']
вода	4.83	['вода']
временем	4.83	['временем']
доброе	4.83	['доброе']
институт	4.83	['институт']
молодой	4.83	['молодой']
порошенко	4.83	['порошенко']
прекрасно	4.83	['прекрасно']
свободы	4.83	['свободы']
случайно	4.83	['случайно']
текст	4.83	['текст']
хватает	4.83	['хватает']
юрий	4.83	['юрий']
использование	4.82	['использование']
машина	4.82	['машина']
множество	4.82	['множество']
обратно	4.82	['обратно']
отличие	4.82	['отличие']
площадь	4.82	['площадь']
показать	4.82	['показать']
представить	4.82	['представить']
солдат	4.82	['солдат']
тяжело	4.82	['тяжело']
целый	4.82	['целый']
чемпионат	4.82	['чемпионат']
шаг	4.82	['шаг']
адрес	4.81	['адрес']
активно	4.81	['активно']
ан	4.81	['ан']
боль	4.81	['боль']
войска	4.81	['войска']
газа	4.81	['газа']
городов	4.81	['городов']
городской	4.81	['городской']
депутатов	4.81	['депутатов']
ес	4.81	['ес']
желание	4.81	['желание']
заместитель	4.81	['заместитель']
класс	4.81	['класс']
контроль	4.81	['контроль']
король	4.81	['король']
отсюда	4.81	['отсюда']
поздно	4.81	['поздно']
рада	4.81	['рада']
режим	4.81	['режим']
стоимость	4.81	['стоимость']
столь	4.81	['столь']
страна	4.81	['страна']
впрочем	4.80	['впрочем']
второе	4.80	['второе']
образ	4.80	['образ']
остров	4.80	['остров']
отсутствие	4.80	['отсутствие']
пойти	4.80	['пойти']
содержание	4.80	['содержание']
увеличение	4.80	['увеличение']
бой	4.79	['бой']
восемь	4.79	['восемь']
встреча	4.79	['встреча']
выпуск	4.79	['выпуск']
данный	4.79	['данный']
динамо	4.79	['динамо']
завод	4.79	['завод']
международный	4.79	['международный']
многое	4.79	['многое']
небольшой	4.79	['небольшой']
перевод	4.79	['перевод']
петербург	4.79	['петербург']
профессор	4.79	['профессор']
русская	4.79	['русская']
сборная	4.79	['сборная']
сеть	4.79	['сеть']
сильнее	4.79	['сильнее']
сон	4.79	['сон']
странно	4.79	['странно']
ума	4.79	['ума']
банк	4.78	['банк']
вне	4.78	['вне']
голова	4.78	['голова']
задача	4.78	['задача']
зоны	4.78	['зоны']
издание	4.78	['издание']
комплекс	4.78	['комплекс']
мальчик	4.78	['мальчик']
машин	4.78	['машин']
наоборот	4.78	['наоборот']
особо	4.78	['особо']
полный	4.78	['полный']
район	4.78	['район']
руками	4.78	['руками']
секретарь	4.78	['секретарь']
скорость	4.78	['скорость']
старый	4.78	['старый']
стол	4.78	['стол']
цвета	4.78	['цвета']
действие	4.77	['действие']
земля	4.77	['земля']
игорь	4.77	['игорь']
известный	4.77	['известный']
искусство	4.77	['искусство']
намного	4.77	['намного']
никакой	4.77	['никакой']
отношение	4.77	['отношение']
павел	4.77	['павел']
пара	4.77	['пара']
размер	4.77	['размер']
солнце	4.77	['солнце']
удар	4.77	['удар']
установить	4.77	['установить']
часы	4.77	['часы']
явно	4.77	['явно']
-ка	4.76	['ка']
ближе	4.76	['ближе']
видела	4.76	['видела']
ка	4.76	['ка']
комитет	4.76	['комитет']
ленина	4.76	['ленина']
мысль	4.76	['мысль']
навсегда	4.76	['навсегда']
нечего	4.76	['нечего']
радио	4.76	['радио']
резко	4.76	['резко']
ситуация	4.76	['ситуация']
специально	4.76	['специально']
статья	4.76	['статья']
температура	4.76	['температура']
убийство	4.76	['убийство']
фактически	4.76	['фактически']
анна	4.75	['анна']
больно	4.75	['больно']
вряд	4.75	['вряд']
качество	4.75	['качество']
кпсс	4.75	['кпсс']
мария	4.75	['мария']
подарок	4.75	['подарок']
принято	4.75	['принято']
сила	4.75	['сила']
сто	4.75	['сто']
страшно	4.75	['страшно']
считать	4.75	['считать']
театр	4.75	['театр']
армия	4.74	['армия']
белый	4.74	['белый']
владимира	4.74	['владимира']
волосы	4.74	['волосы']
газета	4.74	['газета']
господи	4.74	['господи']
должность	4.74	['должность']
евгений	4.74	['евгений']
интерес	4.74	['интерес']
исключительно	4.74	['исключительно']
источник	4.74	['источник']
китай	4.74	['китай']
крайне	4.74	['крайне']
кровь	4.74	['кровь']
мимо	4.74	['мимо']
писать	4.74	['писать']
позднее	4.74	['позднее']
поля	4.74	['поля']
попасть	4.74	['попасть']
постепенно	4.74	['постепенно']
принимать	4.74	['принимать']
разговор	4.74	['разговор']
совместно	4.74	['совместно']
студентов	4.74	['студентов']
судьба	4.74	['судьба']
сутки	4.74	['сутки']
успешно	4.74	['успешно']
цвет	4.74	['цвет']
великий	4.73	['великий']
впереди	4.73	['впереди']
договор	4.73	['договор']
документов	4.73	['документов']
дорогой	4.73	['дорогой']
замуж	4.73	['замуж']
знак	4.73	['знак']
золото	4.73	['золото']
изменить	4.73	['изменить']
ими	4.73	['ими']
общий	4.73	['общий']
пожалуй	4.73	['пожалуй']
поставить	4.73	['поставить']
прямой	4.73	['прямой']
свыше	4.73	['свыше']
советский	4.73	['советский']
тихо	4.73	['тихо']
украинский	4.73	['украинский']
футбол	4.73	['футбол']
черт	4.73	['черт']
альбом	4.72	['альбом']
весной	4.72	['весной']
герой	4.72	['герой']
дважды	4.72	['дважды']
едва	4.72	['едва']
карты	4.72	['карты']
корабль	4.72	['корабль']
круто	4.72	['круто']
мид	4.72	['мид']
отметить	4.72	['отметить']
банка	4.71	['банка']
ведет	4.71	['ведет']
дорога	4.71	['дорога']
дтп	4.71	['дтп']
заявление	4.71	['заявление']
легче	4.71	['легче']
летний	4.71	['летний']
мае	4.71	['мае']
назвать	4.71	['назвать']
осенью	4.71	['осенью']
парк	4.71	['парк']
питер	4.71	['питер']
победа	4.71	['победа']
праздник	4.71	['праздник']
работников	4.71	['работников']
участок	4.71	['участок']
форма	4.71	['форма']
ходить	4.71	['ходить']
шанс	4.71	['шанс']
ага	4.70	['ага']
ваша	4.70	['ваша']
верить	4.70	['верить']
депутат	4.70	['депутат']
ехать	4.70	['ехать']
запись	4.70	['запись']
маленький	4.70	['маленький']
начиная	4.70	['начиная']
объяснить	4.70	['объяснить']
олег	4.70	['олег']
письма	4.70	['письма']
пример	4.70	['пример']
причина	4.70	['причина']
рад	4.70	['рад']
разумеется	4.70	['разумеется']
рынок	4.70	['рынок']
сестра	4.70	['сестра']
сидеть	4.70	['сидеть']
слава	4.70	['слава']
статус	4.70	['статус']
уйти	4.70	['уйти']
фонд	4.70	['фонд']
ход	4.70	['ход']
хорошее	4.70	['хорошее']
ван	4.69	['ван']
ветер	4.69	['ветер']
газ	4.69	['газ']
гости	4.69	['гости']
давление	4.69	['давление']
здорово	4.69	['здорово']
итак	4.69	['итак']
красный	4.69	['красный']
магазин	4.69	['магазин']
население	4.69	['население']
неужели	4.69	['неужели']
обо	4.69	['обо']
окна	4.69	['окна']
остаться	4.69	['остаться']
ох	4.69	['ох']
подряд	4.69	['подряд']
пресс	4.69	['пресс']
путина	4.69	['путина']
руководитель	4.69	['руководитель']
старший	4.69	['старший']
читать	4.69	['читать']
везде	4.68	['везде']
врач	4.68	['врач']
гарри	4.68	['гарри']
двадцать	4.68	['двадцать']
запад	4.68	['запад']
ключ	4.68	['ключ']
край	4.68	['край']
литература	4.68	['литература']
ныне	4.68	['ныне']
окончательно	4.68	['окончательно']
описание	4.68	['описание']
ответственность	4.68	['ответственность']
понедельник	4.68	['понедельник']
понимаешь	4.68	['понимаешь']
премьера	4.68	['премьера']
рот	4.68	['рот']
села	4.68	['села']
услуги	4.68	['услуги']
успех	4.68	['успех']
этап	4.68	['этап']
воскресенье	4.67	['воскресенье']
восток	4.67	['восток']
государственный	4.67	['государственный']
дай	4.67	['дай']
добрый	4.67	['добрый']
звезда	4.67	['звезда']
здоровье	4.67	['здоровье']
неожиданно	4.67	['неожиданно']
ооо	4.67	['ооо']
плюс	4.67	['плюс']
привести	4.67	['привести']
редко	4.67	['редко']
решить	4.67	['решить']
сборник	4.67	['сборник']
снять	4.67	['снять']
советов	4.67	['советов']
сср	4.67	['сср']
тема	4.67	['тема']
угодно	4.67	['угодно']
устройство	4.67	['устройство']
автомобиль	4.66	['автомобиль']
брать	4.66	['брать']
выставка	4.66	['выставка']
горы	4.66	['горы']
зал	4.66	['зал']
зимой	4.66	['зимой']
мвд	4.66	['мвд']
немедленно	4.66	['немедленно']
объем	4.66	['объем']
окно	4.66	['окно']
оставить	4.66	['оставить']
ответить	4.66	['ответить']
оценка	4.66	['оценка']
пить	4.66	['пить']
понимать	4.66	['понимать']
приказ	4.66	['приказ']
сохранить	4.66	['сохранить']
сочи	4.66	['сочи']
спб	4.66	['спб']
фестиваль	4.66	['фестиваль']
анализ	4.65	['анализ']
английский	4.65	['английский']
бороться	4.65	['бороться']
будучи	4.65	['будучи']
вверх	4.65	['вверх']
весело	4.65	['весело']
вниз	4.65	['вниз']
воздух	4.65	['воздух']
давать	4.65	['давать']
золотой	4.65	['золотой']
канал	4.65	['канал']
концерт	4.65	['концерт']
лицом	4.65	['лицом']
московский	4.65	['московский']
музей	4.65	['музей']
наличие	4.65	['наличие']
недостаточно	4.65	['недостаточно']
округа	4.65	['округа']
повышение	4.65	['повышение']
применение	4.65	['применение']
разница	4.65	['разница']
увеличить	4.65	['увеличить']
учитывая	4.65	['учитывая']
чемпион	4.65	['чемпион']
американский	4.64	['американский']
ах	4.64	['ах']
базы	4.64	['базы']
буквально	4.64	['буквально']
бюро	4.64	['бюро']
вдоль	4.64	['вдоль']
ворота	4.64	['ворота']
девять	4.64	['девять']
дождь	4.64	['дождь']
елена	4.64	['елена']
конкурс	4.64	['конкурс']
нато	4.64	['нато']
непосредственно	4.64	['непосредственно']
онлайн	4.64	['онлайн']
отдел	4.64	['отдел']
памятник	4.64	['памятник']
платить	4.64	['платить']
проводить	4.64	['проводить']
проще	4.64	['проще']
рабочий	4.64	['рабочий']
ремонт	4.64	['ремонт']
рынка	4.64	['рынка']
смешно	4.64	['смешно']
социально	4.64	['социально']
схема	4.64	['схема']
цска	4.64	['цска']
чисто	4.64	['чисто']
борьба	4.63	['борьба']
вес	4.63	['вес']
возраст	4.63	['возраст']
гол	4.63	['гол']
долг	4.63	['долг']
естественно	4.63	['естественно']
игрок	4.63	['игрок']
круг	4.63	['круг']
мужик	4.63	['мужик']
наука	4.63	['наука']
нечто	4.63	['нечто']
петра	4.63	['петра']
платье	4.63	['платье']
суть	4.63	['суть']
счастье	4.63	['счастье']
теория	4.63	['теория']
тур	4.63	['тур']
ужин	4.63	['ужин']
финал	4.63	['финал']
цк	4.63	['цк']
штаб	4.63	['штаб']
адвокат	4.62	['адвокат']
василий	4.62	['василий']
военный	4.62	['военный']
встречу	4.62	['встречу']
